psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,2-Mar,3-Mar,4-Mar,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
202565,2,1,39,39061,2,S, ,2,1,1, , ,2,1,2,97, , , , , , , ,2,2,8,2,2,2,2, , , ,2,1,2,12,1,2,2,2,2,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,2,2,20,2, , , ,1,3,4,2, ,1,98,1, , ,1,3,I JUST DONT LIKE TO USE IT AT HOME, , , , , , , , ,2.096774194,0.662113532
202567,2,1,18,18097,2,U, ,1,2,2,1,1, ,1,1, ,4, , , , , , ,1,1,1,1,2,1,1,1, , ,1,1,2,13,2,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,24, , ,2, , ,1,2, , , ,2,1, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,56,2, , , ,2,4,2,2, ,2,8,1, , ,2, , , , , , , , , , ,3.419354839,1.079754375
202568,2,1,40,40139,3,R, ,1,1,2,1,2, ,2,2,2, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,8,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,8, , , , , , , , , , , , ,2,1,2,65,2, , , ,3,3,1,2, ,2,4,1, , ,2, , , , , , , , , , ,4.322580645,1.364972512
202571,2,1,42,42125,1,S, ,1,1,1,1,1, ,1,1, ,2, , , , , , ,1,2,2,2,2,2,2, , , ,1,1,2,8,1,2,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,57,2, , , ,3,3,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,5.516129032,1.741867906
202573,2,1,42,42005,1,S, ,2,1,3, , ,1,1,1, ,2, , , , , , ,2,1,1,2,2,1,2, ,1, ,2,1,1,3,1,1,1,2,1,1,2,1,1,2, , , , , , , , , , , , ,4,2, ,1,1, , , ,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,1,1,21,2, , , ,4,2,4,2, ,1,1,1, , ,1,1, , , , , , , , , ,3.903225806,1.232549805
202575,2,1,51,51660,3,U, ,1,2,2,1,1, ,2,1, ,4, , , , , , ,1,1,2,2,2,1,2,2, , ,2,1,2,7,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,8, , , , , , , , , , , , ,2,2,2,22,2, , , ,3,6,1,2, ,1,7,1, , ,1,2, , , , , , , , , ,3.032258065,0.95751803
202584,2,1,41,41005,4,S, ,2,1,2, , ,1,1,1, ,3, , , , , , ,2,2,2,2,2,2,2, , , ,1,1,1,1,1,2,1,2,2,2,2,2,2, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2, , , , , , , , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,8,1,2, ,2,2,3, ,2,1,2, ,2,2,2,2,2,66,2, , , ,2,8,1,2, ,1,9,1, , ,2, , , , , , , , , , ,1.870967742,0.590808998
202594,2,1,48,48201,3,S, ,2,1,4, , ,1,1,1, ,10, , , , , , ,1,1,1,2,2,1,2, ,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , ,1, ,5, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,26,1,3,0,0,2,4,1,2, ,2,4,1, , ,2, , , , , , , , , , ,6.870967742,2.169695112
202597,2,1,6,6097,4,S, ,2,1,2, , ,1,1,1, ,3, , , , , , ,1,2,1,2,2,1,1, , , ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,45, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,2,2, ,2,1,3, ,2,1,2,2,2,2,2,2,2,71,2, , , ,2,4,3,2, ,1,99,1, , ,1,2, , , , , , , , , ,1.967741935,0.621368084
202599,2,1,48,48113,3,U, ,2,1,2, , ,1,1,1, ,5, , , , , , ,2,2,2,2,2,2,2, , , ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,15, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,42,2, , , ,2,6,1,2, ,2,8,1, , ,2, , , , , , , , , , ,3.451612903,1.089940737
202602,2,1,4,4019,4,U, ,2,2,3, , ,2,1,2,3, , , , , , , ,2,2,2,2,8,2,2, , , ,2,1,1,3,2,2,1,2,1,2,3,2,1, , , , , , , , , , , , , ,3,1,13, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,8,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,54,2, , , ,2,5,4,1,1,6,6,1, , ,2, , , , , , , , , ,HISPANIC,5.451612903,1.721495182
202603,2,1,49,49053,4,R, ,1,2,2,2,2, ,2, , , ,2,1,2,10,1,1, , , , , , , , , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,86,2, , , ,1,4,3,2, ,1,2,1, , ,1,3, , , , , , , , , ,1,0.315777223
202610,2,1,53,53011,4,S, ,1,2,2,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,2,2,1, , ,2,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,6,2, ,1,2, , , ,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,22,2, , , ,2,6,1,2, ,1,3,1, , ,2, , , , , , , , , , ,4.032258065,1.273295253
202613,2,1,12,12015,3,S, ,2,1,3, , ,1,1,1, ,5, , , , , , ,1,1,2,2,2,1,2, ,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,6,1,2, , ,1,1,98,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , , ,1,98, , , , , , , , , , , , , , , ,2,2,2,1,2,1,1,2,2,2,1,2, , , , , , ,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,21,2, , , ,3,6,1,2, ,1,5,1, , ,2, , , , , , , , , , ,2.870967742,0.90658622
202616,2,1,36,36059,1,S, ,2,2,2, , ,1,1,1, ,5, , , , , , ,1,1,1,1,2,1,1, ,2, ,1,1,8,2,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,1, , , ,2,2, , , ,2,1,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,18,2, , , ,3,2,4,2, ,2,98,1, , ,1,2, , , , , , , , , ,3.709677419,1.171431633
202618,2,1,12,12095,3,S, ,2,2,4, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,1,2, ,2, ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,16, , ,2, , ,2,2, , , ,1,2, , , ,2,2,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,2,2,1,3, ,2,1,2,2,2,2,2,2,2,47,1,0,3,0,2,6,4,2, ,1,6,1, , ,1,1, , , , , , , , , ,3.322580645,1.049195289
202626,2,1,48,48347,3,R, ,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,2,1,2,2, , ,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,1, , ,2, , ,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,17, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,2,1,1,1,1,2,1,2, , , , , , ,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,35,2, , , ,2,8,1,2, ,1,8,1, , ,2, , , , , , , ,CHRISTIAN V, , ,3.903225806,1.232549805
202627,2,1,54,54033,3,R, ,1,2,3,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,1,2,2, , ,1,1,1,3,1,1,1,2,2,1,3,2,1, , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,55,2, , , ,2,4,1,2, ,1,7,1, , ,1,2, , , , , , , , , ,1.774193548,0.560249911
202630,2,1,12,12103,3,U, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,1,2,2,1, ,2, ,2,1,1,3,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,6,2, ,1,1, , , ,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,1, , , , , , , , , , , , ,2,1,2,19,2, , , ,3,5,3,2, ,2,6,1, , ,1,1, , , , , , , , , ,6.870967742,2.169695112
202635,2,1,22,22103,3,S, ,2,2,1, , ,1,1,1, ,3, , , , , , ,1,1,2,1,2,1,2, ,2, ,2,1,1,3,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,1, ,35, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,1,3, ,2,2,2,2,2,2,2,1,2,56,2, , , ,3,4,1,2, ,1,7,1, , ,1,1, , , , , , , , , ,3.322580645,1.049195289
202641,2,1,17,17029,2,R, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,1,2,2,2, , ,2,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,6,1,8, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,9,9,9,9,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,22,2, , , ,5,6,4,2, ,1,1,1, , ,2, , , , , , , , , , ,1.677419355,0.529690825
202645,2,1,51,51650,3,U, ,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,2,2, ,1, ,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,4,1,1, , ,2, , ,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,8,2,2,2,1,3, ,2,2,2,2,8,2,2,2,2,40,1,0,0,1,1,4,1,2, ,1,6,1, , ,2, , , , , , , , , , ,6.870967742,2.169695112
202647,2,1,17,17077,2,R, ,1,1,4,1,1, ,1,1, ,3, , , , , , ,2,2,2,2,2,1,2, , , ,2,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,3,1,3, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,1,1,2, ,2,2,3, ,2,2,2,2,2,2,2,1,2,52,2, , , ,1,3,1,2, ,1,6,1, , ,2, , , , , , , , , , ,6.193548387,1.955781509
202658,2,1,12,12095,3,S, ,1,2,3,1,1, ,1,1, ,4, , , , , , ,2,1,2,1,2,1,2,2, , ,1,1,1,1,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,30, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,1,2,2,2,2,2,45,2, , , ,4,3,1,2, ,1,5,1, , ,1,1, , , , , , , , , ,4.548387097,1.436277046
202665,2,2,6,6037,4,U, ,1,2,3,1,1, ,1,1, ,3, , , , , , ,2,1,2,2,2,2,2,2, , ,2,1,8,12,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,8,2, , , , , , , , , , , , ,2,2,2,35,2, , , ,3,1,4,1,3,1,98,1, , ,2, , , , , , , , , , ,6.870967742,2.169695112
202668,2,1,40,40143,3,U, ,1,1,4,1,2, ,2,2,2, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,4, , ,2, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,8,2,8,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,1,5,5,2, ,1,7,1, , ,1,1, , , , , , , , , ,2,0.631554446
202669,2,1,12,12086,3, , ,2,1,2, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,1, ,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,28, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,3, ,2,2,2,2,2,2,2,2,2,61,2, , , ,2,6,1,2, ,2,9,1, , ,1,2, , , , , , , , , ,1.483870968,0.468572653
202683,2,1,25,25021,1,S, ,2,1,4, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,1,2, ,2, ,2,1,1,3,1,1,1,2,1,1,1,2,1, , , , , , , , , , , , , ,1, ,17, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,1,8,2,1,1,2,2,1,3, ,2,2,2,2,2,2,2,2,2,48,1,0,2,2,3,6,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,3.419354839,1.079754375
202691,2,1,8,8059,4,S, ,1,1,1,1,1, ,1,1, ,3, , , , , , ,1,2,2,2,2,1,2, , , ,2,1,2,12,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,1,2, , ,2, , ,2,2,2,2,1, , , , , , , , ,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,2,3, ,1,1,2,2,1,2,2,2,2,21,2, , , ,5,4,2,2, ,1,1,1, , ,2, , , , , , , , , , ,6,1.894663337
202696,2,1,55,55063,2,S, ,2,2,3, , ,1,1,1, ,2, , , , , , ,1,1,1,2,2,1,1, ,2, ,2,1,1,3,1,1,1,2,1,1,2,1,1,5, , , , , , , , , , , , ,2, ,12, , ,1,1,1,1,1, , , ,1,2, , , ,2,8,2, , , , ,1,17, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,1,1,2,8,2,2,2, , , , , , ,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,41,1,0,1,0,2,8,1,2, ,1,4,1, , ,1,2, , , , , ,MATCHMAKER.COM,MATCHMAKER, , ,3.258064516,1.028822565
202698,2,1,51,51107,3,S, ,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,2,2,2,2,1,1, , , ,2,1,2,7,2,2,2,2,1,1, ,2,2, , , , , , , , , , , , , ,1, ,10, , ,9, , ,2,2,2,2,2, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,1,1, ,2,1,3, ,2,2,2,1,2,2,2,2,2,35,1,0,1,0,4,8,2,9, ,9,6,1, , ,1,9, , , , , , , , , ,3.193548387,1.008449841
202701,2,1,51,51059,3,S, ,2,1,2, , ,1,1,1, ,5, , , , , , ,1,1,1,1,1,1,2, ,1, ,2,1,1,3,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,6,2, ,1,1, , , ,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,2, , , , , , , , , , , , ,2,2,2,25,2, , , ,2,6,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,1.935483871,0.611181722
202702,2,1,33,33015,1,S, ,1,1,2,1,1, ,1,1, ,3, , , , , , ,1,1,1,2,2,1,2,2, , ,1,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,27, , ,2, , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,1,2,2,1,3, ,2,1,2,2,2,2,2,2,2,55,2, , , ,2,3,1,2, ,1,8,1, , ,1,2, , , , , , , , , ,3.967741935,1.252922529
202703,2,1,48,48029,3,U, ,1,2,1,1,2, ,1,1, ,3, , , , , , ,1,1,1,1,1,1,2,2, , ,1,1,8,9,2,1,1,1,1,1,1,1,1,96, , , , , , , , , , , , ,6,1,20, , ,2, , ,2,2, , , ,2,2, , , ,2,1,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,38,1,0,3,2,2,2,4,1,1,1,1,1, , ,2, , , , , ,CRICKET, , , , ,5.387096774,1.701122458
202706,2,1,22,22055,3,U, ,2,2,3, , ,1,2,1, ,5, , , , , , ,2,1,2,2,2,1,2, ,2, ,2,1,1,6,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,8, , , , , , , , , , , , ,2,2,2,65,2, , , ,1,3,3,2, ,2,2,1, , ,2, , , , ,RIGHT SIDE, , , , , ,3.35483871,1.059381651
202711,2,1,55,55133,2,S, ,2,1,1, , ,1,2,1, ,2, , , , , , ,2,1,2,2,2,1,2, ,2, ,2,1,2,10,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,1, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,26,2, , , ,1,6,1,2, ,1,5,1, , ,2, , , , , , , , , , ,2.548387097,0.8047226
202720,2,1,30,30049,4,R, ,2,1,3, , ,1,1,1, ,4, , , , , , ,1,1,2,2,2,1,1, ,2, ,1,1,1,3,2,2,1,2,2,1,1,2,1, , , , , , , , , , , , , ,1, ,6, , ,2, , ,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,3, ,2,1,2,1,2,2,1,1,2,28,2, , , ,2,4,1,2, ,1,6,1, , ,2, , , , , , , , , , ,4.451612903,1.40571796
202725,2,1,8,8013,4,U, ,2,1,3, , ,1,1,1, ,3, , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,62, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,84,2, , , ,2,6,3,2, ,1,6,1, , ,1,3, , , , , , , , , ,1.129032258,0.356522671
202730,2,1,12,12057,3,U, ,2,2,1, , ,1,1,1, ,5, , , , , , ,1,1,1,2,2,2,2, ,1, ,1,1,1,1,1,1,1,2,1,1,2,2,1, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,54,2, , , ,2,6,1,2, ,1,8,1, , ,1,1, , , , , , , , , ,3.322580645,1.049195289
202737,2,1,13,13021,3,U, ,2,2,2, , ,1,1,1, ,3, , , , , , ,1,1,2,2,2,1,2, ,2, ,2,1,1,1,1,1,1,2,2,1,1,2,1, , , , , , , , , , , , , ,1, ,5, , ,2, , ,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,1,2,1,3, ,2,1,2,1,2,2,2,2,2,37,1,0,0,3,2,6,1,2, ,1,9,1, , ,1,1, , , , , , , , , ,3.806451613,1.201990719
202747,2,1,29,29189,2,S, ,2,1,3, , ,1,1,1, ,5, , , , , , ,1,1,2,1,2,1,2, ,2, ,1,1,1,3,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , ,6,2, ,2, , , , ,1,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , ,2,1,2,20,2, , , ,3,5,1,2, ,1,98,1, , ,2, , , , , , , , , , ,6.870967742,2.169695112
202748,2,1,48,48157,3,S, ,2,1,1, , ,1,1,1, ,2, , , , , , ,1,1,2,2,2,2,2, ,2, ,2,1,1,3,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,1, ,14, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,9,2,2,2,2,2,1,3, ,2,2,2,2,9,2,2,2,2,40,1,1,2,0,2,8,1,1,3,1,7,1, , ,1,2, , , , , , , , , ,1.806451613,0.570436273
202774,2,1,47,47143,3,R, ,1,1,2,1,1, ,2,2,97, , , , , , , ,2,2,2,2,2,2,2, , , ,2,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,3,1,1, , ,2, , ,2,2,2,2,2, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,2,1,3, ,2,1,2,1,2,2,1,1,2,36,2, , , ,2,3,1,2, ,1,8,1, , ,2, ,ONLY AT WORK, , , , , , , , ,6.870967742,2.169695112
202775,2,1,12,12057,3,U, ,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,2,2,2,2,2,2, , , ,1,1,1,3,2,1,1,2,2,2,2,2,1, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2, , , , , , , , ,1, ,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,8, , , , , , , , , , , , , , , , ,8,9,2,2,2, ,2,1,3, ,2,2,2, ,2,2,2,2,2,64,2, , , ,2,4,3,2, ,1,99,1, , ,1,2, , , , , , , , , ,2.677419355,0.845468048
